last_name,first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff
Peralta, Wandy,593974,2023,164,107,0.188,0.257,-0.069,0.283,0.363,-0.08,0.278,0.336,-0.0579999999999999,2.29,4.78,-2.492
Raley, Brooks,548384,2023,164,97,0.209,0.204,0.005,0.324,0.297,0.027,0.293,0.284,0.009,2.37,3.31,-0.942
Bummer, Aaron,607481,2023,163,97,0.239,0.223,0.0159999999999999,0.317,0.282,0.035,0.287,0.271,0.0159999999999999,6.69,3.01,3.678
Long, Sam,669674,2023,163,121,0.267,0.272,-0.005,0.397,0.407,-0.0099999999999999,0.319,0.327,-0.008,4.93,4.49,0.44
Velasquez, Vince,592826,2023,162,110,0.24,0.247,-0.007,0.384,0.389,-0.005,0.306,0.313,-0.007,3.86,4.08,-0.223
Pruitt, Austin,643493,2023,162,131,0.258,0.257,0.001,0.411,0.439,-0.028,0.302,0.314,-0.012,3.66,4.11,-0.449
Bard, Daniel,453268,2023,161,91,0.172,0.218,-0.046,0.279,0.381,-0.1019999999999999,0.301,0.355,-0.0539999999999999,2.89,5.42,-2.527
López, Jorge,605347,2023,160,112,0.248,0.265,-0.017,0.467,0.436,0.031,0.342,0.344,-0.0019999999999999,4.87,5.04,-0.175
Stanek, Ryne,592773,2023,160,102,0.223,0.219,0.004,0.367,0.381,-0.014,0.302,0.311,-0.009,4.38,4.02,0.358
Hader, Josh,623352,2023,160,75,0.126,0.132,-0.006,0.163,0.179,-0.0159999999999999,0.209,0.217,-0.008,0.9,1.94,-1.04
Cabrera, Génesis,650893,2023,160,98,0.236,0.217,0.0189999999999999,0.414,0.394,0.0199999999999999,0.325,0.312,0.013,4.38,4.05,0.328
Williams, Devin,642207,2023,159,80,0.144,0.181,-0.037,0.245,0.298,-0.0529999999999999,0.229,0.264,-0.035,1.56,2.85,-1.288
Harvey, Hunter,640451,2023,159,101,0.196,0.23,-0.034,0.336,0.403,-0.067,0.257,0.302,-0.0449999999999999,3.12,3.78,-0.656
Scholtens, Jesse,669947,2023,159,124,0.26,0.255,0.005,0.397,0.403,-0.006,0.308,0.308,0.0,3.32,3.94,-0.624
Minter, A.J.,621345,2023,158,98,0.233,0.229,0.004,0.356,0.385,-0.029,0.276,0.296,-0.0199999999999999,4.91,3.62,1.289
Liberatore, Matthew,669461,2023,158,115,0.323,0.317,0.006,0.504,0.534,-0.03,0.389,0.408,-0.0189999999999999,6.75,7.59,-0.84
Jiménez, Joe,641729,2023,158,99,0.217,0.224,-0.007,0.378,0.402,-0.024,0.284,0.302,-0.018,2.63,3.78,-1.152
Sandlin, Nick,680704,2023,157,95,0.174,0.196,-0.022,0.341,0.368,-0.0269999999999999,0.26,0.283,-0.0229999999999999,3.51,3.29,0.222
Williams, Gavin,668909,2023,157,108,0.234,0.268,-0.034,0.387,0.404,-0.017,0.309,0.335,-0.026,3.35,4.74,-1.395
Brasier, Ryan,518489,2023,157,110,0.225,0.255,-0.03,0.326,0.369,-0.0429999999999999,0.276,0.316,-0.0399999999999999,4.5,4.17,0.33
Poche, Colin,621363,2023,157,107,0.185,0.187,-0.002,0.319,0.296,0.023,0.267,0.262,0.005,2.13,2.81,-0.678
Middleton, Keynan,641871,2023,156,92,0.239,0.221,0.0179999999999999,0.413,0.404,0.0089999999999999,0.323,0.314,0.009,3.96,4.11,-0.147
Sborz, Josh,622250,2023,156,88,0.199,0.192,0.007,0.326,0.289,0.037,0.266,0.252,0.014,4.42,2.59,1.832
Strzelecki, Peter,657265,2023,156,101,0.235,0.235,0.0,0.36,0.382,-0.022,0.303,0.312,-0.009,4.54,4.05,0.492
Ginkel, Kevin,656464,2023,155,106,0.199,0.217,-0.0179999999999999,0.305,0.34,-0.035,0.249,0.275,-0.026,2.23,3.1,-0.869
Hand, Brad,543272,2023,155,95,0.269,0.241,0.028,0.469,0.395,0.0739999999999999,0.349,0.329,0.0199999999999999,4.63,4.56,0.069
Pearson, Nate,663878,2023,154,103,0.225,0.211,0.014,0.406,0.375,0.031,0.297,0.283,0.014,4.62,3.29,1.332
Chapman, Aroldis,547973,2023,153,64,0.154,0.146,0.008,0.208,0.206,0.002,0.233,0.23,0.003,2.65,2.17,0.482
Smith, Drew,622098,2023,153,92,0.237,0.221,0.0159999999999999,0.412,0.391,0.0209999999999999,0.331,0.321,0.01,4.04,4.31,-0.273
Phillips, Evan,623465,2023,152,94,0.171,0.233,-0.062,0.271,0.36,-0.0889999999999999,0.225,0.286,-0.0609999999999999,2.21,3.36,-1.147
Toussaint, Touki,657053,2023,151,96,0.182,0.237,-0.0549999999999999,0.264,0.338,-0.074,0.276,0.328,-0.0519999999999999,3.5,4.53,-1.03
Puk, A.J.,640462,2023,151,97,0.266,0.219,0.047,0.439,0.394,0.0449999999999999,0.317,0.286,0.031,5.08,3.36,1.719
Holderman, Colin,670059,2023,150,104,0.261,0.235,0.026,0.399,0.389,0.01,0.302,0.294,0.008,3.57,3.57,-0.004
Chafin, Andrew,605177,2023,150,83,0.235,0.239,-0.004,0.394,0.386,0.008,0.317,0.319,-0.002,4.19,4.25,-0.056
Diekman, Jake,518617,2023,150,82,0.182,0.212,-0.03,0.289,0.327,-0.038,0.294,0.319,-0.025,4.32,4.25,0.07
Nardi, Andrew,677053,2023,149,89,0.221,0.194,0.0269999999999999,0.441,0.344,0.097,0.306,0.261,0.0449999999999999,3.19,2.79,0.401
Davidson, Tucker,656353,2023,148,104,0.331,0.285,0.046,0.481,0.429,0.0519999999999999,0.377,0.34,0.0369999999999999,6.54,4.91,1.627
Coulombe, Danny,543056,2023,148,94,0.232,0.212,0.02,0.333,0.324,0.009,0.274,0.263,0.011,3.0,2.83,0.17
Walker, Ryan,676254,2023,148,97,0.241,0.196,0.0449999999999999,0.409,0.288,0.121,0.304,0.242,0.062,2.5,2.39,0.11
Rogers, Taylor,573124,2023,148,84,0.175,0.189,-0.014,0.302,0.342,-0.04,0.261,0.283,-0.0219999999999999,2.73,3.29,-0.565
Okert, Steven,595345,2023,147,82,0.191,0.195,-0.004,0.374,0.363,0.011,0.284,0.284,0.0,3.16,3.31,-0.148
Sheehan, Emmet,686218,2023,147,103,0.227,0.193,0.034,0.398,0.362,0.036,0.31,0.294,0.016,5.77,3.57,2.197
Jansen, Kenley,445276,2023,146,90,0.244,0.204,0.04,0.366,0.316,0.0499999999999999,0.303,0.269,0.0339999999999999,3.15,2.96,0.186
Battenfield, Peyton,685410,2023,146,107,0.256,0.281,-0.025,0.474,0.538,-0.064,0.337,0.378,-0.0409999999999999,5.19,6.29,-1.098
Turnbull, Spencer,605513,2023,145,103,0.291,0.286,0.005,0.488,0.476,0.012,0.377,0.373,0.004,7.26,6.09,1.168
Mayza, Tim,641835,2023,145,100,0.234,0.24,-0.0059999999999999,0.299,0.349,-0.0499999999999999,0.253,0.277,-0.024,1.22,3.15,-1.934
Voth, Austin,608723,2023,144,96,0.278,0.242,0.036,0.452,0.396,0.0559999999999999,0.352,0.319,0.0329999999999999,4.93,4.25,0.685
Bernardino, Brennan,657514,2023,143,89,0.215,0.228,-0.013,0.3,0.33,-0.03,0.266,0.283,-0.0169999999999999,2.5,3.29,-0.79
Faedo, Alex,656412,2023,143,105,0.216,0.241,-0.0249999999999999,0.433,0.441,-0.008,0.294,0.31,-0.016,5.8,4.0,1.804
Smith, Will,519293,2023,143,96,0.178,0.227,-0.049,0.267,0.374,-0.1069999999999999,0.212,0.274,-0.062,2.84,3.08,-0.238
Leclerc, José,600917,2023,142,87,0.203,0.186,0.017,0.325,0.328,-0.003,0.281,0.275,0.006,3.15,3.1,0.046
Edwards Jr., Carl,605218,2023,142,100,0.25,0.264,-0.014,0.355,0.357,-0.002,0.309,0.318,-0.009,3.69,4.23,-0.535
Bido, Osvaldo,674370,2023,141,95,0.273,0.265,0.008,0.331,0.35,-0.0189999999999999,0.315,0.321,-0.006,4.5,4.31,0.19
Erceg, Lucas,668674,2023,141,76,0.25,0.191,0.059,0.375,0.276,0.0989999999999999,0.331,0.276,0.0549999999999999,5.34,3.12,2.221
Anderson, Nick,623433,2023,141,96,0.229,0.236,-0.0069999999999999,0.366,0.395,-0.029,0.28,0.296,-0.0159999999999999,3.06,3.62,-0.563
Law, Derek,571882,2023,140,92,0.248,0.281,-0.033,0.372,0.432,-0.06,0.321,0.356,-0.0349999999999999,3.38,5.45,-2.075
Devenski, Chris,606965,2023,140,97,0.244,0.247,-0.003,0.394,0.412,-0.0179999999999999,0.295,0.314,-0.019,5.08,4.11,0.969
Loup, Aaron,571901,2023,139,96,0.293,0.266,0.0269999999999999,0.447,0.428,0.019,0.345,0.33,0.0149999999999999,5.16,4.59,0.567
Ramírez, Erasmo,541640,2023,137,113,0.309,0.313,-0.004,0.455,0.527,-0.072,0.341,0.373,-0.0319999999999999,5.7,6.09,-0.39
Vesia, Alex,681911,2023,137,78,0.309,0.244,0.065,0.488,0.39,0.0979999999999999,0.371,0.309,0.062,5.59,3.97,1.616
Hamilton, Ian,641656,2023,137,82,0.205,0.232,-0.027,0.303,0.371,-0.068,0.262,0.305,-0.0429999999999999,1.6,3.86,-2.256
Ramirez, Yohan,670990,2023,136,91,0.267,0.25,0.017,0.362,0.357,0.005,0.333,0.326,0.007,4.25,4.46,-0.213
Ward, Thaddeus,663658,2023,136,86,0.234,0.245,-0.0109999999999999,0.45,0.459,-0.009,0.356,0.365,-0.009,7.12,5.78,1.341
Marte, Yunior,628708,2023,135,95,0.279,0.243,0.036,0.434,0.392,0.0419999999999999,0.337,0.311,0.026,5.1,4.02,1.08
Domínguez, Seranthony,622554,2023,135,89,0.297,0.258,0.0389999999999999,0.432,0.392,0.0399999999999999,0.357,0.332,0.0249999999999999,4.76,4.65,0.115
Saucedo, Tayler,642048,2023,134,85,0.235,0.245,-0.01,0.287,0.335,-0.048,0.285,0.307,-0.022,2.3,3.91,-1.612
Gaddis, Hunter,683769,2023,134,100,0.244,0.233,0.0109999999999999,0.412,0.406,0.0059999999999999,0.315,0.314,0.001,5.17,4.11,1.06
Lamet, Dinelson,659275,2023,134,80,0.349,0.252,0.0969999999999999,0.642,0.461,0.181,0.458,0.369,0.089,11.57,5.93,5.641
Banks, Tanner,621383,2023,133,94,0.242,0.241,0.001,0.492,0.486,0.006,0.325,0.329,-0.004,4.41,4.56,-0.152
Cordero, Jimmy,622772,2023,132,86,0.208,0.234,-0.026,0.317,0.344,-0.0269999999999999,0.267,0.291,-0.0239999999999999,3.86,3.49,0.367
Cessa, Luis,570666,2023,132,108,0.397,0.372,0.025,0.603,0.549,0.0539999999999999,0.447,0.43,0.017,9.0,8.69,0.31
Speier, Gabe,642100,2023,132,88,0.22,0.233,-0.013,0.333,0.364,-0.0309999999999999,0.254,0.277,-0.023,3.86,3.15,0.707
Iglesias, Raisel,628452,2023,132,82,0.236,0.217,0.0189999999999999,0.382,0.366,0.016,0.286,0.273,0.0129999999999999,3.69,3.05,0.645
Littell, Zack,641793,2023,132,97,0.31,0.286,0.024,0.468,0.446,0.022,0.344,0.324,0.0199999999999999,4.85,4.4,0.454
Stephenson, Robert,596112,2023,131,74,0.193,0.209,-0.0159999999999999,0.368,0.406,-0.038,0.279,0.303,-0.0239999999999999,3.9,3.8,0.097
Soroka, Michael,647336,2023,131,93,0.276,0.278,-0.002,0.517,0.454,0.063,0.376,0.357,0.019,5.52,5.49,0.033
Martin, Chris,455119,2023,131,95,0.226,0.25,-0.0239999999999999,0.298,0.341,-0.043,0.236,0.271,-0.035,1.62,3.01,-1.39
Kelly, Joe,523260,2023,130,73,0.226,0.197,0.0289999999999999,0.4,0.334,0.066,0.314,0.282,0.032,4.91,3.27,1.639
May, Trevor,543507,2023,129,78,0.21,0.225,-0.015,0.4,0.383,0.017,0.339,0.342,-0.003,4.55,4.97,-0.416
Moore, Matt,519043,2023,127,85,0.175,0.203,-0.028,0.333,0.368,-0.0349999999999999,0.251,0.285,-0.0339999999999999,1.93,3.34,-1.411
Brogdon, Connor,641401,2023,127,87,0.264,0.246,0.018,0.473,0.428,0.0449999999999999,0.346,0.329,0.0169999999999999,4.03,4.56,-0.526
Leone, Dominic,608678,2023,127,82,0.243,0.242,0.001,0.468,0.468,0.0,0.322,0.336,-0.014,4.4,4.78,-0.378
Hernandez, Jose,669796,2023,126,80,0.214,0.229,-0.015,0.42,0.391,0.0289999999999999,0.299,0.299,0.0,3.81,3.7,0.115
Ragans, Cole,666142,2023,126,82,0.224,0.217,0.007,0.374,0.361,0.013,0.307,0.31,-0.003,5.22,4.0,1.216
Brigham, Jeff,656257,2023,124,73,0.171,0.201,-0.03,0.362,0.379,-0.017,0.291,0.311,-0.02,5.16,4.02,1.137
Webb, Jacob,657097,2023,124,77,0.181,0.215,-0.034,0.352,0.334,0.0179999999999999,0.283,0.293,-0.01,3.45,3.54,-0.087
Hentges, Sam,656529,2023,124,87,0.268,0.295,-0.0269999999999999,0.393,0.461,-0.068,0.323,0.361,-0.0379999999999999,6.43,5.63,0.799
Urquidy, José,664353,2023,123,89,0.297,0.272,0.0249999999999999,0.514,0.427,0.087,0.372,0.339,0.0329999999999999,5.21,4.87,0.335
Suarez, José,660761,2023,123,87,0.349,0.286,0.063,0.679,0.565,0.1140000000000001,0.461,0.398,0.063,9.62,7.13,2.486
Alexander, Scott,518397,2023,122,98,0.211,0.261,-0.05,0.281,0.385,-0.1039999999999999,0.236,0.3,-0.064,3.23,3.72,-0.492
Ramirez, Nick,598286,2023,122,91,0.257,0.259,-0.002,0.372,0.404,-0.032,0.297,0.311,-0.014,2.86,4.02,-1.161
Anderson, Grant,681982,2023,121,86,0.268,0.233,0.035,0.402,0.404,-0.002,0.311,0.3,0.011,4.97,3.72,1.246
Vest, Will,676684,2023,120,78,0.209,0.219,-0.01,0.291,0.319,-0.028,0.251,0.266,-0.015,2.73,2.9,-0.17
Faucher, Calvin,676534,2023,120,82,0.29,0.289,0.001,0.458,0.516,-0.0579999999999999,0.36,0.381,-0.021,7.01,6.41,0.603
Miller, Shelby,571946,2023,120,69,0.121,0.189,-0.068,0.242,0.396,-0.154,0.24,0.319,-0.079,2.4,4.25,-1.85
Mayers, Mike,594577,2023,119,92,0.315,0.277,0.0379999999999999,0.491,0.412,0.079,0.37,0.327,0.0429999999999999,6.15,4.49,1.662
Nogosek, Stephen,668665,2023,118,77,0.28,0.252,0.028,0.53,0.484,0.046,0.383,0.361,0.022,5.61,5.63,-0.02
Murphy, Chris,669684,2023,118,80,0.208,0.24,-0.032,0.292,0.347,-0.0549999999999999,0.26,0.295,-0.0349999999999999,1.59,3.59,-2.002
Karinchak, James,675916,2023,118,59,0.16,0.186,-0.0259999999999999,0.394,0.374,0.02,0.303,0.318,-0.015,3.9,4.23,-0.326
Chavez, Jesse,445926,2023,117,69,0.2,0.224,-0.0239999999999999,0.286,0.316,-0.03,0.259,0.281,-0.022,1.55,3.24,-1.688
Weems, Jordan,607179,2023,116,69,0.153,0.229,-0.076,0.357,0.469,-0.1119999999999999,0.28,0.351,-0.0709999999999999,3.14,5.28,-2.14
Brebbia, John,605154,2023,116,70,0.2,0.207,-0.0069999999999999,0.314,0.33,-0.016,0.255,0.267,-0.012,3.14,2.92,0.22
Lambert, Jimmy,669424,2023,116,73,0.29,0.268,0.0219999999999999,0.6,0.494,0.1059999999999999,0.412,0.368,0.0439999999999999,6.29,5.9,0.388
Garcia, Luis,677651,2023,115,73,0.243,0.239,0.004,0.427,0.395,0.0319999999999999,0.323,0.312,0.011,4.0,4.05,-0.05
Soriano, George,666277,2023,115,76,0.198,0.239,-0.0409999999999999,0.277,0.369,-0.0919999999999999,0.255,0.308,-0.0529999999999999,1.98,3.94,-1.964
deGrom, Jacob,594798,2023,115,66,0.171,0.167,0.004,0.324,0.293,0.031,0.224,0.213,0.011,2.67,1.87,0.8
Bleier, Richard,542947,2023,115,93,0.288,0.276,0.0119999999999999,0.452,0.448,0.004,0.338,0.338,0.0,4.72,4.84,-0.115
Dodd, Dylan,689266,2023,114,93,0.352,0.331,0.0209999999999999,0.648,0.653,-0.005,0.441,0.434,0.007,7.4,8.91,-1.513
Hoffman, Jeff,656546,2023,114,63,0.19,0.226,-0.036,0.3,0.333,-0.033,0.257,0.286,-0.0289999999999999,2.57,3.36,-0.789
Chargois, JT,608638,2023,112,77,0.227,0.213,0.014,0.381,0.334,0.0469999999999999,0.293,0.275,0.0179999999999999,3.95,3.1,0.851
Garrett, Amir,607237,2023,112,64,0.244,0.216,0.0279999999999999,0.422,0.366,0.0559999999999999,0.354,0.34,0.0139999999999999,3.33,4.91,-1.581
Akin, Keegan,669211,2023,112,78,0.337,0.281,0.0559999999999999,0.49,0.473,0.017,0.366,0.337,0.0289999999999999,6.84,4.81,2.035
Criswell, Cooper,681867,2023,111,75,0.296,0.262,0.0339999999999999,0.459,0.403,0.0559999999999999,0.358,0.33,0.0279999999999999,5.04,4.59,0.45
Marsh, Alec,679525,2023,109,64,0.264,0.25,0.014,0.604,0.483,0.121,0.417,0.374,0.0429999999999999,7.04,6.13,0.913
Silseth, Chase,681217,2023,107,67,0.228,0.214,0.014,0.413,0.352,0.061,0.33,0.306,0.024,4.44,3.89,0.548
Cosgrove, Tom,676680,2023,107,71,0.168,0.181,-0.0129999999999999,0.242,0.27,-0.028,0.236,0.252,-0.016,1.93,2.59,-0.661
Abbott, Cory,676265,2023,107,72,0.292,0.252,0.0399999999999999,0.449,0.395,0.0539999999999999,0.369,0.342,0.0269999999999999,5.4,4.97,0.43
Ort, Kaleb,672391,2023,107,73,0.29,0.245,0.0449999999999999,0.548,0.486,0.062,0.38,0.34,0.0399999999999999,6.26,4.91,1.351
Alvarado, José,621237,2023,107,59,0.216,0.235,-0.0189999999999999,0.34,0.341,-0.001,0.272,0.282,-0.0099999999999999,1.39,3.27,-1.885
Hunter, Tommy,488984,2023,106,79,0.286,0.255,0.0309999999999999,0.541,0.53,0.011,0.368,0.355,0.013,6.84,5.42,1.425
Wittgren, Nick,621295,2023,106,79,0.277,0.27,0.007,0.447,0.432,0.015,0.352,0.345,0.007,6.08,5.07,1.015
White, Brendan,686839,2023,106,73,0.258,0.26,-0.002,0.387,0.415,-0.0279999999999999,0.318,0.334,-0.016,5.18,4.71,0.468
Herrin, Tim,682120,2023,106,65,0.264,0.243,0.021,0.396,0.415,-0.0189999999999999,0.332,0.331,0.001,5.55,4.62,0.928
Plesac, Zach,668676,2023,105,86,0.374,0.297,0.077,0.576,0.484,0.0919999999999999,0.419,0.353,0.066,7.59,5.35,2.244
